ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1545	"AT3G06340"	NA	chr3	-	1923021	1923417	1923234	1923417	1920160	1922717	1545	3,3	7,4	8	0	262	49	5.99333282347e-06	9.1423721036e-05	0.074,0.123	1.0	-0.901
121	"AT1G80245"	NA	chr1	+	30174100	30174349	30174100	30174289	30174538	30174627	121	6,3	0,0	29	11	109	49	7.59311509646e-06	0.000113896726447	1.0,1.0	0.542	0.458
370	"AT4G14716"	"ARD2"	chr4	-	8431685	8431963	8431849	8431963	8431420	8431532	370	7,8	58,49	68	130	213	49	9.51405593819e-06	0.000140371317121	0.027,0.036	0.107	-0.075
596	"AT1G52370"	NA	chr1	+	19506355	19506571	19506355	19506522	19507017	19507175	596	2,3	23,37	10	8	98	49	1.03461313156e-05	0.000150185777162	0.042,0.039	0.385	-0.345
873	"AT1G10060"	"ATBCAT-1"	chr1	+	3286303	3286399	3286303	3286358	3286533	3286646	873	64,101	12,10	250	4	90	49	1.1437274856e-05	0.0001633896408	0.744,0.846	0.971	-0.176
321	"AT5G18630"	NA	chr5	+	6202961	6203037	6202961	6203034	6203415	6203495	321	33,13	5,0	21	20	52	49	1.22566819416e-05	0.000172359589804	0.861,1.0	0.497	0.433
986	"AT1G31300"	NA	chr1	+	11193624	11193980	11193624	11193838	11194237	11194448	986	0,1	2,2	105	25	191	49	1.27611673434e-05	0.000176693086293	0.0,0.114	0.519	-0.462
1514	"AT4G14965"	"MAPR4"	chr4	+	8552722	8552769	8552722	8552747	8552923	8553098	1514	232,222	0,0	236	12	71	49	1.34884535646e-05	0.000181188182211	1.0,1.0	0.931	0.069
351	"AT1G65440"	"SPT6"	chr1	-	24314458	24314620	24314531	24314620	24314296	24314378	351	1,4	87,64	8	15	122	49	1.34178958806e-05	0.000181188182211	0.005,0.024	0.176	-0.161
520	"AT3G17120"	NA	chr3	+	5841045	5842067	5841045	5841605	5842157	5842860	520	15,18	9,10	99	9	511	49	1.5033476739e-05	0.000198972486251	0.138,0.147	0.513	-0.37
932	"AT4G26640"	"WRKY20"	chr4	-	13439180	13439473	13439317	13439473	13438520	13439025	932	9,8	55,59	19	21	186	49	1.93022826798e-05	0.000251768904519	0.041,0.034	0.192	-0.154
1378	"AT5G08570"	NA	chr5	+	2777999	2778275	2777999	2778121	2778409	2778690	1378	0,5	18,5	15	4	203	49	1.96991072678e-05	0.0002532742363	0.0,0.194	0.475	-0.378
540	"AT4G14385"	NA	chr4	-	8287347	8287430	8287378	8287430	8286811	8287279	540	1,0	12,3	11	12	80	49	2.1812479381e-05	0.000276496217506	0.049,0.0	0.36	-0.335
290	"AT3G51850"	"CPK13"	chr3	+	19234302	19234531	19234302	19234470	19234665	19234896	290	4,15	107,125	19	45	110	49	2.24780452257e-05	0.000280975565321	0.016,0.051	0.158	-0.124
1294	"AT1G05870"	NA	chr1	-	1772308	1772533	1772355	1772533	1772096	1772141	1294	25,68	5,8	89	0	96	49	2.33278077842e-05	0.000287603109668	0.718,0.813	1.0	-0.235
1472	"AT2G40316"	NA	chr2	+	16836734	16836794	16836734	16836777	16837117	16837171	1472	23,25	22,23	8	42	66	49	2.44457588956e-05	0.000297313283865	0.437,0.447	0.124	0.318
1449	"AT1G79640"	NA	chr1	-	29971366	29971639	29971441	29971639	29971197	29971248	1449	3,1	0,0	35	23	124	49	4.15366371876e-05	0.000498439646251	1.0,1.0	0.376	0.624
1021	"AT4G11830"	"PLDGAMMA2"	chr4	-	7116966	7117115	7116998	7117115	7116690	7116888	1021	4,11	10,1	90	0	81	49	5.42751364818e-05	0.000639867297212	0.195,0.869	1.0	-0.468
188	"AT1G34120"	"IP5P1"	chr1	+	12427194	12427257	12427194	12427245	12427375	12427445	188	5,6	15,7	0	26	61	49	5.47442020948e-05	0.000639867297212	0.211,0.408	0.0	0.309
838	"AT2G04690"	NA	chr2	+	1645913	1646066	1645913	1646031	1646154	1646443	838	91,115	0,0	35	5	84	49	5.82433151617e-05	0.000672038251866	1.0,1.0	0.803	0.197
1551	"AT3G50500"	"SPK-2-2"	chr3	-	18742882	18742996	18742903	18742996	18742601	18742694	1551	1,5	26,20	84	138	70	49	6.3134740844e-05	0.000719256541261	0.026,0.149	0.299	-0.211
288	"AT1G49832"	NA	chr1	+	18447614	18447887	18447614	18447837	18447971	18448335	288	4,2	0,0	4	3	99	49	6.65395831576e-05	0.000733646465743	1.0,1.0	0.398	0.602
383	"AT1G80660"	"AHA9"	chr1	-	30316397	30316590	30316408	30316590	30315963	30316323	383	0,0	1,2	24	31	60	49	6.55608031265e-05	0.000733646465743	0.0,0.0	0.387	-0.387
559	"AT3G55890"	NA	chr3	+	20741625	20741713	20741625	20741681	20741807	20742441	559	0,0	2,4	6	9	81	49	6.68433446566e-05	0.000733646465743	0.0,0.0	0.287	-0.287
842	"AT4G18960"	"AG"	chr4	+	10382855	10383680	10382855	10383356	10383911	10384146	842	3,16	205,188	60	334	373	49	7.04099786649e-05	0.000763481696366	0.002,0.011	0.023	-0.017
1077	"AT2G46270"	"GBF3"	chr2	+	19002054	19002230	19002054	19002161	19002321	19002399	1077	96,145	25,37	62	46	118	49	8.13187969299e-05	0.000871272824249	0.615,0.619	0.359	0.258
448	"AT5G43270"	"SPL2"	chr5	-	17362817	17363678	17362901	17363678	17361499	17362163	448	27,23	32,41	27	130	133	49	9.24997039685e-05	0.000979408630255	0.237,0.171	0.071	0.133
904	"AT1G72560"	"PSD"	chr1	-	27324957	27325115	27324982	27325115	27324816	27324871	904	0,0	9,14	6	16	74	49	9.52780153483e-05	0.000997095509459	0.0,0.0	0.199	-0.199
1012	"AT5G11790"	"NDL2"	chr5	+	3799407	3800439	3799407	3799741	3800548	3800648	1012	3,13	59,30	29	39	747	49	0.000104316698512	0.00107913826047	0.003,0.028	0.047	-0.032
1121	"AT1G65580"	"IP5P15"	chr1	-	24383208	24384086	24383225	24384086	24382532	24382788	1121	0,10	22,39	12	9	66	49	0.00011769660907	0.0011901904288	0.0,0.16	0.497	-0.417
1529	"AT1G68862"	NA	chr1	-	25888219	25889024	25888779	25889024	25887985	25888071	1529	6,8	0,0	10	2	609	49	0.000117654794076	0.0011901904288	1.0,1.0	0.287	0.713
1148	"AT5G64400"	NA	chr5	+	25748839	25749122	25748839	25748943	25749243	25749300	1148	5,201	406,332	194	438	228	49	0.000126141505135	0.00124663377368	0.003,0.115	0.087	-0.028
1252	"AT5G65890"	"ACR1"	chr5	+	26354852	26355198	26354852	26355080	26355668	26355774	1252	0,0	1,3	6	5	167	49	0.000126534239752	0.00124663377368	0.0,0.0	0.26	-0.26
36	"AT3G23370"	NA	chr3	+	8357805	8358109	8357805	8357899	8358218	8359545	36	0,0	4,5	1	0	259	49	0.000127433674643	0.00124663377368	0.0,0.0	1.0	-1.0
142	"AT3G61700"	NA	chr3	+	22836284	22836651	22836284	22836428	22836837	22836993	142	5,55	130,88	52	69	272	49	0.000132523857053	0.00128248893922	0.007,0.101	0.12	-0.066
661	"AT4G35940"	NA	chr4	+	17022202	17022680	17022202	17022569	17022788	17022911	661	91,160	8,8	114	0	160	49	0.000160335398672	0.0015351261575	0.777,0.86	1.0	-0.181
1419	"AT1G16560"	NA	chr1	+	5668412	5668739	5668412	5668464	5668944	5669039	1419	0,2	4,9	19	16	324	49	0.000165286178156	0.00155506872263	0.0,0.033	0.152	-0.136
1556	"AT1G16610"	"SR45"	chr1	-	5676727	5676877	5676760	5676877	5676428	5676495	1556	0,5	74,50	23	120	82	49	0.000165873997081	0.00155506872263	0.0,0.056	0.103	-0.075
1555	"AT3G07360"	"PUB9"	chr3	+	2355173	2355412	2355173	2355337	2355521	2356761	1555	5,5	2,4	4	0	124	49	0.000221002424647	0.00205053796064	0.497,0.331	1.0	-0.586
836	"AT2G37150"	NA	chr2	-	15606165	15607840	15607694	15607840	15605888	15605993	836	61,89	5,1	136	0	1578	49	0.000226166702183	0.0020770411425	0.275,0.734	1.0	-0.496
792	"AT3G20000"	"TOM40-1"	chr3	+	6967461	6968003	6967461	6967811	6968308	6968390	792	5,9	53,49	24	44	241	49	0.000241276901756	0.0021934263796	0.019,0.036	0.1	-0.073
1210	"AT4G26190"	NA	chr4	-	13266402	13267020	13266897	13267020	13263656	13266322	1210	25,38	8,3	28	0	544	49	0.000252676258828	0.00227408632945	0.22,0.533	1.0	-0.623
780	"AT4G11900"	NA	chr4	-	7150886	7151297	7151059	7151297	7150629	7150780	780	2,1	6,6	17	8	222	49	0.000259826306122	0.00231528391594	0.069,0.035	0.319	-0.267
1408	"AT4G35785"	NA	chr4	-	16953703	16953890	16953724	16953890	16953522	16953592	1408	21,27	0,0	31	5	70	49	0.000283191535654	0.00249874884401	1.0,1.0	0.813	0.187
988	"AT2G47350"	NA	chr2	+	19436073	19436178	19436073	19436174	19436267	19436357	988	1,8	8,4	4	0	53	49	0.000341530341058	0.00298424569857	0.104,0.649	1.0	-0.623
392	"AT5G09890"	NA	chr5	-	3086140	3086222	3086143	3086222	3085951	3086008	392	6,3	28,23	0	64	52	49	0.000353484902854	0.00305900396701	0.168,0.109	0.0	0.139
1186	"AT5G57565"	NA	chr5	+	23311213	23311285	23311213	23311241	23311383	23311855	1186	12,46	23,18	57	6	93	49	0.000359089041778	0.00307790607238	0.216,0.574	0.833	-0.438
1228	"AT1G05230"	"HDG2"	chr1	-	1513824	1513920	1513830	1513920	1513373	1513744	1228	29,27	15,14	1	8	55	49	0.000363542526284	0.00308668182694	0.633,0.632	0.1	0.533
610	"AT1G63260"	"TET10"	chr1	-	23467172	23467306	23467248	23467306	23466709	23467040	610	18,31	0,1	62	8	125	49	0.000392405482852	0.00330060686511	1.0,0.924	0.752	0.21
301	"AT5G43880"	NA	chr5	-	17643072	17643980	17643448	17643980	17642721	17642859	301	42,107	0,0	1	1	425	49	0.000428583510741	0.00357152925617	1.0,1.0	0.103	0.897
1439	"AT2G36060"	"MMZ3"	chr2	-	15143474	15143617	15143477	15143617	15143225	15143351	1439	39,46	144,111	139	199	52	49	0.000434420115911	0.0035869550855	0.203,0.281	0.397	-0.155
709	"AT3G02090"	"MPPBETA"	chr3	+	368219	368331	368219	368327	368439	368911	709	0,1	12,5	4	5	53	49	0.000462472546811	0.00378386629209	0.0,0.156	0.425	-0.347
1562	"AT5G35930"	NA	chr5	-	14073568	14074427	14074028	14074427	14073264	14073461	1562	5,8	9,11	20	4	509	49	0.000498849630463	0.00404472673348	0.051,0.065	0.325	-0.267
1194	"AT5G05670"	NA	chr5	-	1698022	1698191	1698066	1698191	1697392	1697576	1194	22,41	55,58	30	15	93	49	0.00052035746246	0.00418144389477	0.174,0.271	0.513	-0.29
401	"AT2G18750"	"CBP60C"	chr2	+	8125127	8125710	8125127	8125594	8125801	8125942	401	13,23	6,3	18	0	165	49	0.000537915274162	0.00428428094465	0.392,0.695	1.0	-0.457
1455	"AT3G46220"	NA	chr3	+	16981349	16981761	16981349	16981737	16981831	16981986	1455	2,3	0,1	1	2	73	49	0.000544679176619	0.00430009876278	1.0,0.668	0.251	0.583
1412	"AT4G38930"	NA	chr4	+	18149532	18149771	18149532	18149587	18149871	18149909	1412	14,10	39,22	46	38	233	49	0.000591657001451	0.00459044225264	0.07,0.087	0.203	-0.125
848	"AT3G02600"	"LPP3"	chr3	+	551183	551847	551183	551584	552930	553152	848	78,158	3,0	166	13	312	49	0.000588324121013	0.00459044225264	0.803,1.0	0.667	0.234
53	"AT2G17150"	"NLP1"	chr2	-	7470873	7471586	7471174	7471586	7469699	7470694	53	3,6	1,2	0	6	350	49	0.000625424515994	0.00481095781534	0.296,0.296	0.0	0.296
334	"AT2G15050"	"LTP7"	chr2	+	6518748	6519246	6518748	6519225	6519878	6521549	334	31,44	19,17	68	8	70	49	0.000641732415479	0.00488626091609	0.533,0.644	0.856	-0.267
920	"AT1G26260"	"BHLH76"	chr1	+	9086804	9087046	9086804	9086897	9087152	9087762	920	3,7	1,3	7	0	198	49	0.000646072276683	0.00488626091609	0.426,0.366	1.0	-0.604
1315	"AT3G26720"	NA	chr3	+	9822054	9822556	9822054	9822102	9822659	9822728	1315	4,8	25,9	11	3	503	49	0.000709684717254	0.00532263537941	0.015,0.08	0.263	-0.216
367	"AT1G52360"	NA	chr1	+	19505193	19505447	19505193	19505365	19505698	19506309	367	309,442	16,6	217	0	131	49	0.000736474190553	0.00547790720246	0.878,0.965	1.0	-0.079
675	"AT3G17360"	"POK1"	chr3	+	5938970	5939132	5938970	5939108	5939202	5939307	675	6,5	2,1	0	1	73	49	0.000749080699474	0.00551375611263	0.668,0.77	0.0	0.719
700	"AT5G14770"	NA	chr5	-	4772875	4775833	4772878	4775833	4772712	4772796	700	9,4	0,0	14	4	52	49	0.000753546668726	0.00551375611263	1.0,1.0	0.767	0.233
134	"AT1G13350"	NA	chr1	-	4574241	4574448	4574379	4574448	4573959	4574044	134	1,8	49,24	11	15	187	49	0.000890858707368	0.00646590997283	0.005,0.08	0.161	-0.118
619	"AT1G15860"	NA	chr1	+	5456303	5456437	5456303	5456410	5456503	5456569	619	0,6	22,11	14	11	76	49	0.000941224765355	0.00677681831056	0.0,0.26	0.451	-0.321
651	"AT3G27470"	NA	chr3	+	10163030	10163270	10163030	10163170	10163691	10163811	651	15,36	12,18	7	20	149	49	0.000954385928636	0.0068170423474	0.291,0.397	0.103	0.241
1157	"AT1G21400"	NA	chr1	+	7493212	7494282	7493212	7493725	7494443	7494581	1157	23,44	60,60	22	106	606	49	0.000972294351229	0.00689027492997	0.03,0.056	0.017	0.026
510	"AT3G01130"	NA	chr3	-	44902	45377	45311	45377	44044	44761	510	10,39	154,170	57	172	458	49	0.00108214182944	0.00760880973825	0.007,0.024	0.034	-0.019
645	"AT5G64460"	NA	chr5	-	25775305	25775568	25775477	25775568	25775040	25775115	645	19,25	24,20	25	76	221	49	0.00113575100645	0.00792384423105	0.149,0.217	0.068	0.115
954	"AT1G61430"	NA	chr1	-	22665881	22666042	22665890	22666042	22665604	22665815	954	12,12	5,5	8	0	58	49	0.00118877555507	0.00822998461202	0.67,0.67	1.0	-0.33
1095	"AT5G60120"	"TOE2"	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409	1095	1,9	12,16	11	4	115	49	0.00127646023018	0.00876957410047	0.034,0.193	0.54	-0.427
139	"AT1G67140"	"SWEETIE"	chr1	-	25102561	25102699	25102564	25102699	25102274	25102439	139	1,10	43,54	10	16	52	49	0.00131479518164	0.00891052555892	0.021,0.149	0.371	-0.286
587	"AT3G11220"	"ELP4"	chr3	-	3514975	3515260	3515112	3515260	3514773	3514852	587	5,6	24,22	13	10	186	49	0.00131677766593	0.00891052555892	0.052,0.067	0.255	-0.196
1026	"AT3G02260"	"BIG"	chr3	-	440387	441005	440408	441005	440121	440299	1026	8,12	35,14	9	2	70	49	0.00148785591226	0.00999306209727	0.138,0.375	0.759	-0.502
1323	"AT1G60670"	NA	chr1	+	22345598	22345655	22345598	22345640	22345817	22345923	1323	18,30	0,0	27	4	64	49	0.0015200782411	0.0100025981181	1.0,1.0	0.838	0.162
1578	"AT3G11880"	NA	chr3	+	3752770	3753106	3752770	3752903	3753194	3753421	1578	113,152	2,7	156	0	252	49	0.00151123583689	0.0100025981181	0.917,0.809	1.0	-0.137
311	"AT5G46110"	"APE2"	chr5	+	18699384	18699462	18699384	18699429	18699561	18699678	311	1803,1668	40,84	2306	142	82	49	0.00152261771354	0.0100025981181	0.964,0.922	0.907	0.036
1138	"AT2G21510"	NA	chr2	-	9211067	9211169	9211088	9211169	9210629	9210936	1138	18,56	8,2	40	0	70	49	0.00162976999382	0.0106289347423	0.612,0.951	1.0	-0.219
